X,Age,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Department,Gender,MartialStatus,Over18,OverTime,EducationFiled,JobRole,Attrition
851,32,2,1,1,1190,3,76,3,1,1,1,12,3,3,3,1,3,3,1,0,0,0,1,3,2,1,1,1,2,9,0
852,56,4,4,1,1191,4,92,3,5,1,4,13,3,4,1,28,2,3,5,2,4,2,3,2,2,1,1,1,6,4,0
853,29,6,1,1,1192,2,54,3,1,4,1,13,3,1,1,10,5,3,10,8,0,8,3,2,2,2,1,1,4,3,0
854,19,9,2,1,1193,3,54,3,1,1,1,25,4,3,0,1,4,3,1,1,0,0,3,2,1,3,1,1,2,7,0
855,45,7,3,1,1195,1,83,3,1,3,4,19,3,3,1,7,2,2,3,2,0,2,3,2,2,2,1,0,4,7,0
856,37,1,3,1,1196,4,56,2,2,4,1,13,3,2,1,14,2,2,14,8,3,11,3,2,2,2,1,1,2,5,0
857,20,3,3,1,1198,1,87,2,1,3,1,12,3,1,0,2,2,2,2,2,1,2,3,2,1,3,1,1,2,3,0
858,44,10,4,1,1200,3,96,3,1,3,1,11,3,3,0,6,4,3,6,4,0,2,3,2,1,3,1,0,2,7,1
859,53,7,2,1,1201,4,50,3,5,3,3,18,3,2,1,26,6,3,7,7,4,7,3,2,2,1,1,1,4,4,0
860,29,15,1,1,1202,2,69,1,1,4,0,18,3,1,1,6,2,2,5,4,1,3,3,2,2,2,1,0,2,7,0
861,22,3,4,1,1203,3,48,2,1,4,0,11,3,2,1,1,5,3,0,0,0,0,2,2,1,2,1,0,2,7,1
862,46,2,3,1,1204,3,69,3,4,1,8,23,4,1,0,28,2,3,26,15,15,9,3,3,2,2,1,1,3,4,0
863,44,17,3,1,1206,4,74,1,1,3,2,13,3,4,0,6,3,3,0,0,0,0,1,2,1,3,1,1,2,7,0
864,33,2,3,1,1207,2,99,3,1,3,1,13,3,4,1,5,2,3,5,4,1,4,3,1,1,2,1,1,1,2,0
865,41,5,2,1,1210,1,95,2,1,1,6,17,3,1,1,5,2,1,1,0,0,0,1,2,1,1,1,1,2,7,1
866,30,29,4,1,1211,3,61,3,2,1,8,19,3,3,3,8,3,3,4,3,0,3,3,3,1,1,1,1,2,8,0
867,40,2,4,1,1212,2,62,3,2,2,5,12,3,4,3,5,2,3,0,0,0,0,2,3,1,2,1,1,4,8,0
868,50,2,3,1,1215,4,30,3,4,1,2,22,4,3,1,32,3,3,2,2,2,2,2,2,2,2,1,1,4,4,0
869,28,19,4,1,1216,4,78,2,1,1,1,12,3,3,3,6,2,3,6,5,3,3,3,2,1,2,1,1,4,3,0
870,46,15,2,1,1217,4,52,3,5,2,5,11,3,1,1,25,2,3,4,2,0,3,3,2,1,2,1,1,2,6,0
871,35,17,4,1,1218,3,94,3,2,1,3,15,3,4,3,15,2,3,7,7,1,7,3,3,1,2,1,0,2,8,0
872,24,17,2,1,1219,4,97,3,1,2,1,13,3,1,1,1,3,1,1,0,0,0,3,2,2,2,1,1,2,3,1
873,33,25,3,1,1220,2,82,3,2,3,1,12,3,1,1,10,3,2,10,7,0,1,2,3,2,2,1,1,4,8,0
874,36,6,4,1,1221,3,60,1,1,3,1,14,3,3,1,7,4,3,7,7,1,7,3,2,1,1,1,1,2,3,0
875,30,7,4,1,1224,3,49,3,2,3,1,13,3,1,3,10,4,2,10,7,8,9,3,2,1,1,1,1,2,3,0
876,44,29,4,1,1225,4,32,3,2,4,1,25,4,2,0,20,3,3,20,11,13,17,3,2,1,3,1,1,5,7,0
877,20,21,3,1,1226,3,43,4,1,4,1,17,3,4,0,2,2,3,2,1,2,2,3,3,1,3,1,1,3,9,0
878,46,2,4,1,1228,4,60,3,2,4,2,11,3,3,1,12,3,2,6,3,1,4,3,2,1,1,1,1,6,5,0
879,42,2,5,1,1231,4,79,4,2,1,7,16,3,1,1,10,3,4,4,3,0,3,1,1,1,2,1,1,4,2,0
880,60,7,4,1,1233,2,52,4,2,4,0,18,3,2,1,12,3,3,11,7,1,9,3,3,1,1,1,0,3,8,0
881,32,13,3,1,1234,3,77,2,1,2,1,20,4,3,1,2,2,3,2,2,2,2,2,2,2,2,1,1,5,3,0
882,32,2,2,1,1235,4,38,3,2,3,4,14,3,4,0,10,2,3,8,7,0,7,2,2,2,3,1,0,2,7,0
883,36,1,3,1,1237,3,77,1,3,1,2,21,4,3,1,17,2,3,7,7,7,7,3,2,2,1,1,0,6,5,0
884,33,9,3,1,1238,1,60,3,1,4,0,13,3,2,1,15,5,3,14,10,4,10,3,2,1,2,1,1,4,7,0
885,40,10,3,1,1239,2,84,2,2,2,7,12,3,2,1,7,2,4,5,1,1,3,3,3,2,1,1,1,6,8,0
886,25,10,4,1,1240,3,57,3,2,4,0,14,3,2,0,5,4,3,4,3,1,1,3,3,1,3,1,1,2,8,0
887,30,1,3,1,1241,4,63,3,1,2,0,21,4,1,1,12,2,3,11,9,5,7,3,2,1,2,1,0,4,7,0
888,42,26,5,1,1242,1,60,3,3,1,3,17,3,3,0,20,6,3,1,0,0,0,2,2,2,2,1,0,4,6,0
889,35,8,2,1,1243,3,78,2,3,4,4,11,3,2,1,16,6,2,13,2,4,12,1,3,2,2,1,0,3,8,0
890,27,14,3,1,1244,1,42,3,1,1,1,14,3,4,2,9,3,2,9,7,6,8,3,2,1,2,1,0,2,7,0
891,54,1,4,1,1245,4,53,3,3,3,7,17,3,1,1,33,2,1,5,4,1,4,2,2,2,1,1,1,2,5,0
892,44,2,1,1,1246,1,72,4,1,4,1,13,3,4,1,10,5,3,10,5,7,7,3,2,2,2,1,1,2,7,0
893,19,10,3,1,1248,1,96,2,1,2,1,25,4,2,0,1,2,4,1,1,0,0,1,2,2,3,1,0,4,7,1
894,29,1,3,1,1249,1,97,3,1,4,1,15,3,1,3,3,5,3,3,2,1,2,3,2,2,1,1,1,2,7,0
895,54,3,3,1,1250,4,85,3,4,4,3,14,3,1,0,36,2,3,10,9,0,9,3,2,1,2,1,1,2,6,0
896,31,11,2,1,1251,3,80,3,2,1,1,12,3,4,0,6,2,2,6,5,0,1,3,2,1,2,1,0,4,1,0
897,31,24,3,1,1252,3,96,2,2,1,1,19,3,2,0,10,2,3,10,9,1,8,3,2,2,3,1,1,4,1,0
898,59,3,3,1,1254,3,48,2,2,4,5,17,3,4,0,13,2,3,6,1,0,5,3,3,2,3,1,1,2,8,0
899,43,3,3,1,1255,3,96,1,5,4,3,14,3,2,1,25,2,3,8,7,0,7,3,2,1,2,1,1,2,6,0
900,49,4,2,1,1256,1,85,2,5,3,2,13,3,3,1,23,2,4,1,0,0,0,3,2,1,2,1,1,4,4,0
901,36,3,3,1,1257,3,46,3,1,2,1,12,3,3,0,12,2,2,11,10,0,7,2,2,1,2,1,1,6,7,0
902,48,2,2,1,1258,4,76,4,1,2,5,11,3,3,0,7,4,2,1,0,0,0,3,2,1,3,1,1,6,3,0
903,27,4,2,1,1259,1,76,3,1,3,1,11,3,2,3,5,2,3,5,3,0,3,3,2,1,1,1,1,2,7,0
904,29,7,3,1,1260,3,82,3,2,4,1,11,3,2,2,6,2,3,6,0,1,0,3,2,1,1,1,0,2,1,0
905,48,1,3,1,1263,4,76,2,5,4,6,12,3,3,0,25,3,4,1,0,0,0,3,2,1,3,1,1,2,6,0
906,29,1,3,1,1264,4,87,2,4,4,3,14,3,2,2,9,2,2,7,7,1,7,3,2,2,1,1,1,2,6,0
907,34,20,3,1,1265,3,89,4,1,3,0,17,3,4,0,2,5,2,1,0,0,0,3,2,2,2,1,1,6,7,0
908,44,5,3,1,1267,2,88,3,5,2,7,11,3,3,1,26,5,3,22,9,3,10,3,3,1,2,1,1,3,4,0
909,33,10,5,1,1268,4,82,4,3,3,0,14,3,4,2,10,3,3,9,8,0,8,3,3,1,1,1,0,3,8,0
910,19,25,3,1,1269,2,57,4,1,4,1,12,3,4,0,1,2,3,1,0,0,1,3,2,2,3,1,0,2,7,0
911,23,1,2,1,1270,4,47,3,1,3,1,22,4,4,1,1,2,3,1,0,0,1,3,2,1,2,1,1,2,7,0
912,25,24,1,1,1273,3,73,1,1,4,1,14,3,4,0,1,4,3,1,0,1,0,2,3,1,3,1,0,2,9,1
913,26,4,2,1,1275,3,53,3,1,4,1,20,4,2,0,8,2,2,8,5,2,2,3,2,1,3,1,0,2,7,0
914,45,2,3,1,1277,1,94,1,5,2,2,16,3,1,0,26,2,3,24,10,1,11,3,3,2,3,1,0,3,4,1
915,55,8,1,1,1278,4,37,2,4,2,1,15,3,4,1,34,3,3,33,9,15,0,1,2,1,1,1,0,4,1,0
916,21,10,2,1,1279,1,45,2,1,3,1,20,4,3,0,2,2,1,2,2,2,2,2,2,2,3,1,1,2,3,1
917,46,4,2,1,1280,4,33,2,5,2,2,14,3,3,1,26,2,3,11,4,0,8,3,3,2,2,1,1,3,4,0
918,34,2,3,1,1281,3,86,3,2,1,0,12,3,4,0,4,3,3,3,2,0,2,3,3,2,3,1,0,3,8,0
919,51,9,3,1,1282,4,83,3,5,2,4,24,4,1,1,31,5,2,29,10,11,10,2,3,1,1,1,0,2,4,0
920,59,18,4,1,1283,4,67,3,3,4,6,12,3,4,0,25,6,2,9,7,5,4,3,2,1,3,1,1,4,5,0
921,34,19,3,1,1285,3,46,3,2,2,4,13,3,3,2,15,2,4,11,8,5,10,2,2,2,1,1,1,4,3,0
922,28,1,4,1,1286,4,44,3,1,3,0,11,3,3,0,5,2,2,4,2,0,2,2,2,1,3,1,0,4,3,0
923,44,4,2,1,1288,3,92,4,5,1,1,14,3,4,2,26,4,2,25,9,14,13,3,2,1,1,1,1,2,4,0
924,34,11,3,1,1289,3,56,2,2,2,4,11,3,4,2,14,5,4,10,9,1,8,2,1,1,2,1,1,2,2,0
925,35,6,1,1,1291,3,66,3,1,3,0,14,3,4,0,4,3,3,3,2,2,2,3,2,1,2,1,0,2,7,0
926,42,7,4,1,1292,2,78,4,2,2,6,16,3,4,0,18,2,3,1,0,0,0,3,2,2,2,1,0,4,7,0
927,43,4,4,1,1293,4,56,2,3,4,3,14,3,4,0,23,3,4,21,7,15,17,3,3,2,3,1,1,3,8,0
928,36,2,4,1,1294,3,53,3,2,2,9,11,3,4,0,18,2,3,16,14,5,12,3,2,2,3,1,0,2,5,0
929,44,15,3,1,1295,1,73,3,3,4,1,11,3,4,1,10,2,3,10,7,0,5,3,2,2,2,1,1,4,1,1
930,28,2,3,1,1296,4,52,2,1,4,1,12,3,2,1,2,2,3,2,2,2,2,2,2,1,2,1,0,2,3,0
931,51,6,2,1,1297,2,40,2,1,3,0,14,3,2,0,8,6,2,7,0,7,7,2,2,2,3,1,1,4,3,0
932,30,9,2,1,1298,3,72,3,2,3,7,18,3,3,0,10,3,3,8,4,1,7,1,2,2,3,1,0,4,5,0
933,29,7,3,1,1299,2,39,3,1,3,3,13,3,1,2,10,2,3,7,7,7,7,3,2,2,1,1,0,6,3,1
934,28,1,3,1,1301,4,84,3,1,1,2,11,3,2,0,5,2,2,3,2,1,2,3,2,1,3,1,1,6,7,0
935,25,1,3,1,1303,4,40,3,1,2,1,18,3,4,0,2,3,2,2,2,2,1,3,2,2,3,1,1,4,7,0
936,32,8,3,1,1304,3,56,4,2,4,1,15,3,3,2,10,4,4,10,7,0,8,3,3,1,2,1,1,4,8,0
937,45,25,3,1,1306,2,83,3,5,2,3,22,4,3,0,22,4,3,0,0,0,0,2,2,2,3,1,1,4,4,0
938,39,13,4,1,1307,3,94,2,4,2,6,13,3,4,2,21,4,3,19,9,15,2,3,2,2,1,1,0,4,4,0
939,58,23,4,1,1308,1,88,3,1,3,1,12,3,4,2,2,3,3,2,2,2,2,3,2,1,1,1,1,2,7,0
940,32,7,2,1,1309,4,79,3,2,3,1,18,3,1,1,10,3,3,10,4,1,1,3,2,1,2,1,1,2,3,1
941,39,23,3,1,1310,3,93,3,1,1,0,13,3,1,0,6,2,3,5,2,0,3,3,2,1,3,1,1,4,7,1
942,30,6,3,1,1311,1,48,2,2,4,0,12,3,1,1,10,6,3,9,2,6,7,3,2,2,2,1,1,6,3,0
943,36,10,4,1,1312,4,63,3,3,3,3,12,3,1,0,10,0,3,7,7,1,7,3,2,2,2,1,1,6,1,0
944,46,1,2,1,1314,4,44,3,1,1,6,12,3,3,0,10,3,4,7,6,5,7,3,1,2,3,1,1,2,2,0
945,28,1,3,1,1315,3,55,1,2,4,0,11,3,1,3,10,6,3,9,8,7,5,1,2,2,2,1,1,2,3,0
946,50,28,3,1,1317,4,43,3,4,1,4,11,3,2,0,25,2,3,3,2,1,2,3,2,2,2,1,0,2,6,0
947,40,25,4,1,1318,4,57,2,3,2,2,12,3,3,0,9,2,3,5,4,1,0,3,3,1,3,1,0,3,8,1
948,52,5,3,1,1319,2,64,3,3,2,9,19,3,3,0,10,2,2,8,7,7,7,3,3,1,3,1,0,2,8,1
949,30,17,4,1,1321,2,95,3,3,1,1,23,4,4,2,9,2,3,9,1,0,8,3,2,2,2,1,0,4,4,0
950,39,18,2,1,1322,1,32,3,2,3,0,11,3,1,0,9,6,3,8,7,1,7,3,2,1,3,1,1,2,5,0
951,31,2,4,1,1324,4,57,3,3,3,1,19,3,1,1,10,5,2,10,8,9,6,1,3,2,1,1,0,2,8,0
952,41,10,2,1,1329,3,40,1,2,2,1,13,3,1,0,19,4,3,19,2,11,9,1,3,1,3,1,1,4,8,0
953,31,1,3,1,1331,4,54,3,1,2,1,11,3,1,0,3,2,4,3,2,2,2,2,3,2,3,1,0,2,9,1
954,44,3,3,1,1333,1,89,3,1,1,4,12,3,3,0,10,4,4,3,2,1,2,3,2,1,2,1,1,2,3,1
955,42,2,1,1,1334,3,37,3,4,3,0,13,3,4,0,21,3,2,20,8,2,10,1,2,1,2,1,0,2,4,0
956,55,2,2,1,1336,4,58,1,5,3,4,14,3,4,1,23,5,3,19,9,9,11,3,2,2,2,1,1,4,4,0
957,56,8,4,1,1338,4,99,3,5,2,6,14,3,1,0,36,4,3,7,3,7,7,3,1,1,3,1,1,2,4,0
958,40,16,2,1,1340,3,74,3,1,3,9,16,3,2,1,6,0,3,4,2,0,0,1,2,1,1,1,1,2,7,0
959,34,9,3,1,1344,4,86,3,3,4,0,11,3,4,1,10,0,2,9,7,1,6,3,2,1,1,1,1,2,1,0
960,40,2,3,1,1346,3,98,3,2,4,1,13,3,3,0,9,4,3,9,8,8,8,3,2,1,3,1,1,2,7,0
961,41,1,3,1,1349,3,66,3,2,1,0,17,3,4,1,10,2,3,9,3,1,7,2,3,2,1,1,1,3,8,0
962,35,4,4,1,1350,3,87,3,2,3,1,11,3,2,0,9,3,3,9,6,1,1,2,2,1,3,1,0,2,7,0
963,51,5,3,1,1352,3,84,3,4,2,1,11,3,2,1,33,2,3,33,9,0,10,3,1,1,1,1,0,2,4,0
964,38,2,2,1,1355,2,31,3,2,1,3,15,3,4,1,11,3,3,7,7,1,7,3,3,2,1,1,1,2,8,0
965,34,15,2,1,1356,3,66,3,2,1,1,12,3,4,0,10,6,4,10,8,9,6,3,3,2,3,1,1,4,8,0
966,25,19,1,1,1358,4,67,3,1,4,3,11,3,3,3,7,6,2,3,2,1,2,3,2,1,2,1,1,4,3,0
967,58,7,4,1,1360,3,53,2,3,1,7,14,3,4,0,31,0,2,10,9,5,9,3,2,2,2,1,0,4,5,1
968,40,1,4,1,1361,2,88,3,1,2,3,22,4,3,1,7,3,3,4,2,0,3,3,2,1,2,1,1,2,3,0
969,36,7,3,1,1362,1,83,4,2,1,2,16,3,4,1,17,2,2,15,7,6,13,2,3,2,2,1,1,3,8,0
970,48,4,3,1,1363,4,54,3,3,4,1,11,3,3,0,11,2,3,10,9,0,8,3,2,1,3,1,1,2,5,0
971,27,11,3,1,1364,3,98,4,1,4,8,14,3,2,1,5,4,3,1,0,0,0,3,3,2,2,1,1,4,9,0
972,51,11,2,1,1367,4,82,2,4,2,3,16,3,2,0,29,1,2,5,2,0,3,3,2,2,3,1,1,6,5,0
973,18,1,3,1,1368,4,97,3,1,4,1,15,3,3,0,0,5,4,0,0,0,0,1,2,2,3,1,1,2,3,0
974,35,1,3,1,1369,4,60,2,2,4,0,12,3,2,1,10,0,3,9,7,0,0,3,2,2,2,1,1,4,3,0
975,27,2,1,1,1371,4,43,1,2,4,3,20,4,2,0,8,3,3,6,2,0,0,2,3,1,3,1,1,2,8,0
976,55,13,4,1,1372,1,85,4,4,3,6,17,3,3,0,24,2,2,19,7,3,8,3,3,1,3,1,0,3,8,1
977,56,23,3,1,1373,4,68,3,4,2,4,12,3,1,1,33,0,3,19,16,15,9,3,2,1,2,1,0,2,5,0
978,34,26,1,1,1374,1,92,2,1,3,1,20,4,3,3,5,2,3,5,4,0,0,1,2,2,1,1,1,6,7,0
979,40,2,1,1,1375,2,89,4,2,3,5,20,4,2,3,15,0,3,12,11,11,8,3,2,2,1,1,1,4,1,0
980,34,29,3,1,1377,2,86,3,2,3,4,13,3,1,2,10,1,3,8,7,7,7,3,2,1,2,1,1,4,3,0
981,31,2,3,1,1379,3,90,2,1,4,7,14,3,3,0,3,3,4,1,0,0,0,2,3,2,3,1,1,2,9,1
982,35,18,4,1,1380,4,67,3,2,3,0,18,3,3,1,5,0,2,4,2,3,2,2,3,2,2,1,0,3,8,1
983,38,7,3,1,1382,4,57,4,1,3,1,11,3,4,3,4,2,3,4,2,0,3,2,2,1,1,1,1,2,7,0
984,34,2,4,1,1383,3,98,3,2,4,1,11,3,4,0,14,2,4,14,11,4,11,3,2,2,3,1,1,6,1,0
985,28,26,3,1,1387,3,48,2,2,1,1,11,3,3,1,5,0,3,5,3,0,4,3,3,1,2,1,1,2,8,0
986,31,22,4,1,1389,4,98,3,2,3,1,15,3,4,2,10,3,2,10,2,6,7,3,2,1,2,1,0,4,5,1
987,39,21,4,1,1390,1,44,2,2,4,3,12,3,4,2,8,2,4,5,4,1,4,3,3,1,2,1,0,2,8,0
988,51,2,3,1,1391,2,52,3,3,2,2,11,3,2,0,14,5,3,4,2,3,2,2,3,1,2,1,1,3,8,0
989,41,22,3,1,1392,4,75,3,2,4,3,14,3,1,2,12,4,2,6,2,3,3,2,2,2,1,1,0,2,7,0
990,37,4,1,1,1394,3,54,3,1,3,7,15,3,4,0,8,2,3,6,4,1,3,3,2,1,2,1,0,2,7,0
991,33,5,1,1,1395,2,61,3,2,4,6,13,3,1,0,8,2,4,5,4,1,2,2,3,1,2,1,1,2,8,0
992,32,2,1,1,1396,3,36,3,2,2,0,13,3,1,3,4,3,2,3,2,1,2,3,3,1,2,1,0,3,8,0
993,39,25,2,1,1397,3,71,3,3,3,3,21,4,2,1,13,2,3,6,4,0,5,1,2,1,2,1,1,2,1,0
994,25,18,1,1,1399,1,93,4,2,3,2,11,3,2,0,6,3,2,3,2,1,2,3,3,1,2,1,1,2,8,0
995,52,28,2,1,1401,4,59,4,4,3,2,11,3,2,1,24,3,2,5,3,0,2,2,2,2,2,1,0,4,5,0
996,43,6,3,1,1402,1,73,2,2,3,1,14,3,1,0,20,3,1,20,7,1,8,3,2,2,3,1,0,4,7,0
997,27,10,3,1,1403,4,98,2,2,4,1,11,3,4,0,6,3,3,6,2,4,4,3,3,2,2,1,0,3,8,0
998,27,17,4,1,1405,4,51,3,1,3,1,13,3,4,0,8,2,3,8,2,7,7,3,2,2,3,1,0,2,7,1
999,26,2,1,1,1407,1,36,2,1,4,0,12,3,4,0,5,2,3,4,3,1,1,3,2,1,3,1,1,4,7,0
1000,42,10,3,1,1408,3,31,3,4,1,0,14,3,3,1,21,5,3,20,7,0,9,3,1,2,2,1,1,1,4,0
1001,52,8,4,1,1409,3,54,3,1,1,9,13,3,3,0,12,2,1,5,4,0,4,3,2,2,2,1,1,5,3,0
1002,37,11,3,1,1411,1,94,3,1,3,4,18,3,1,0,8,6,3,3,2,0,2,3,2,2,3,1,1,4,3,0
1003,35,18,2,1,1412,3,60,3,3,4,2,11,3,3,0,10,2,3,2,2,2,2,2,2,1,3,1,1,2,5,0
1004,25,1,3,1,1415,1,81,3,1,4,4,11,3,2,1,7,2,2,3,2,0,2,3,2,1,2,1,1,6,3,0
1005,26,7,3,1,1417,3,100,4,1,1,0,12,3,4,0,8,2,3,7,7,0,7,3,2,1,3,1,1,5,3,0
1006,29,17,3,1,1419,2,51,2,3,1,1,13,3,1,0,10,3,2,10,9,0,9,3,1,1,3,1,1,5,2,0
1007,49,28,2,1,1420,1,97,2,2,1,3,20,4,1,0,20,2,3,4,3,1,3,2,2,1,3,1,1,2,3,1
1008,29,14,1,1,1421,3,84,3,3,4,0,12,3,1,0,9,1,3,8,7,7,7,2,2,2,3,1,0,5,1,1
1009,54,1,3,1,1422,4,54,3,4,4,6,19,3,4,0,29,3,2,20,7,12,7,3,2,2,3,1,1,4,6,0
1010,58,1,3,1,1423,4,76,3,5,1,3,21,4,3,1,32,3,3,9,8,1,5,3,2,2,2,1,0,4,6,0
1011,55,1,4,1,1424,2,81,4,4,4,2,13,3,4,2,31,4,4,7,7,0,0,3,2,1,1,1,1,4,6,0
1012,36,3,4,1,1425,1,99,3,2,2,3,16,3,4,0,15,3,3,5,4,0,1,3,3,2,3,1,0,3,8,0
1013,31,1,4,1,1427,2,50,1,1,3,1,12,3,2,0,1,3,3,1,0,0,0,2,3,2,3,1,1,2,9,1
1014,30,7,4,1,1428,4,73,3,2,1,7,14,3,2,2,8,3,3,3,2,0,2,3,3,2,1,1,1,3,8,0
1015,31,8,5,1,1430,1,93,3,4,2,3,11,3,3,0,9,3,4,3,2,1,0,3,2,2,3,1,1,2,6,0
1016,34,1,4,1,1431,4,91,3,1,1,5,14,3,3,2,10,2,3,4,3,1,3,2,2,1,1,1,1,5,7,0
1017,31,8,3,1,1433,1,34,2,1,2,1,12,3,3,0,1,3,4,1,0,0,0,3,2,2,3,1,1,2,7,1
1018,27,11,1,1,1434,2,91,3,1,1,0,14,3,2,0,6,3,4,5,0,1,4,3,2,1,2,1,1,2,3,0
1019,36,4,4,1,1435,1,37,2,2,4,1,16,3,3,0,10,2,2,10,4,1,8,3,2,1,3,1,1,2,3,0
1020,36,16,4,1,1436,3,98,2,2,1,4,13,3,1,2,11,3,2,3,2,0,2,3,3,2,2,1,1,3,8,0
1021,47,1,3,1,1438,1,74,3,1,4,7,12,3,3,1,17,2,2,6,5,1,2,3,2,1,2,1,1,6,7,0
1022,25,9,2,1,1439,1,68,2,1,1,3,12,3,1,0,6,2,3,3,2,2,2,3,3,1,2,1,1,2,9,1
1023,37,5,2,1,1440,3,84,4,1,3,0,14,3,1,0,7,2,1,6,5,1,3,1,2,1,3,1,1,6,3,0
1024,56,1,2,1,1441,1,90,3,1,1,2,22,4,4,1,5,3,4,3,2,1,0,3,2,2,2,1,1,2,7,0
1025,47,2,4,1,1443,1,82,3,4,3,3,19,3,2,2,26,2,4,20,17,5,6,3,2,2,2,1,1,4,6,0
1026,24,4,1,1,1445,4,42,3,2,3,1,12,3,3,2,5,3,3,5,4,0,3,3,3,2,2,1,0,4,8,0
1027,32,7,5,1,1446,4,97,3,2,4,4,12,3,3,1,7,3,2,4,3,0,3,3,3,1,2,1,1,3,8,0
1028,34,1,3,1,1447,4,86,2,1,2,5,17,3,1,1,7,2,2,5,4,0,2,3,2,2,2,1,1,2,3,0
1029,41,5,5,1,1448,2,90,4,1,3,2,12,3,1,0,7,5,2,4,2,0,3,3,2,1,2,1,0,4,7,0
1030,40,9,4,1,1449,3,81,3,2,3,3,11,3,3,2,11,2,4,8,7,0,7,1,2,1,1,1,1,5,3,0
1031,31,8,2,1,1453,1,31,3,3,4,1,18,3,1,1,13,5,3,13,7,9,9,3,3,1,1,1,1,2,8,0
1032,46,9,3,1,1457,1,52,3,3,4,4,11,3,1,1,28,1,4,7,7,4,3,3,3,1,1,1,1,3,8,1
1033,39,2,3,1,1458,1,54,2,1,1,2,23,4,2,0,11,2,4,1,0,0,0,1,2,2,3,1,0,2,3,1
1034,31,1,5,1,1459,3,100,4,3,2,1,11,3,1,0,10,2,3,10,8,4,7,2,2,2,3,1,1,2,5,1
1035,45,20,3,1,1460,2,95,1,3,1,2,18,3,2,1,24,2,3,7,7,0,7,3,2,1,1,1,0,4,1,0
1036,31,8,2,1,1461,4,96,4,1,2,9,18,3,4,0,8,3,3,3,2,0,2,3,1,2,3,1,1,4,2,0
1037,31,2,3,1,1464,2,94,3,1,4,6,13,3,3,1,7,2,1,2,2,2,2,2,2,1,2,1,0,2,3,1
1038,45,29,3,1,1465,2,55,3,3,4,4,18,3,4,2,10,4,4,3,1,1,2,3,2,1,2,1,0,6,5,0
1039,48,7,3,1,1466,3,96,3,2,1,4,11,3,1,3,15,3,3,2,2,2,2,3,3,1,1,1,1,3,8,0
1040,34,9,4,1,1467,1,52,3,1,3,1,15,3,4,0,2,0,3,2,2,2,2,3,1,2,2,1,1,6,2,1
1041,40,8,1,1,1468,4,55,2,3,2,2,11,3,3,1,16,5,3,9,8,4,8,1,2,1,1,1,1,4,6,0
1042,28,5,3,1,1469,4,84,3,2,1,0,18,3,4,0,6,4,3,5,4,1,3,3,3,1,3,1,1,4,8,0
1043,44,5,3,1,1471,3,90,2,1,3,3,14,3,4,0,7,5,3,5,2,0,3,1,2,1,3,1,1,2,3,0
1044,53,2,3,1,1472,4,39,4,4,2,4,12,3,2,0,35,2,2,9,8,8,8,3,2,1,3,1,1,4,6,0
1045,49,5,4,1,1473,1,96,3,2,3,2,14,3,2,1,20,0,2,3,2,1,2,3,2,1,2,1,1,6,1,0
1046,40,2,3,1,1474,3,68,3,1,3,2,14,3,3,1,8,3,4,3,1,1,2,3,2,1,1,1,1,4,7,0
1047,44,20,3,1,1475,4,49,3,1,2,1,13,3,3,0,6,3,2,5,2,1,3,3,2,1,3,1,1,2,7,0
1048,33,7,3,1,1477,4,54,3,2,1,0,14,3,1,2,5,2,3,4,3,0,3,2,3,1,2,1,1,4,8,0
1049,34,3,3,1,1478,4,81,1,2,1,3,18,3,4,0,15,2,3,13,9,3,12,3,3,1,3,1,1,5,8,0
1050,30,16,1,1,1479,4,96,3,2,3,8,15,3,3,2,4,2,2,2,1,2,2,3,3,1,2,1,1,2,8,0
1051,42,9,2,1,1480,1,74,3,1,4,1,13,3,3,0,12,3,3,12,9,5,8,2,2,2,3,1,1,4,3,0
1052,44,1,5,1,1481,1,79,3,2,3,7,12,3,3,1,11,4,2,1,0,0,0,2,3,2,2,1,1,3,8,0
1053,30,7,3,1,1482,3,64,3,1,3,1,13,3,2,2,1,2,2,1,0,0,0,1,2,1,1,1,1,6,7,0
1054,57,1,2,1,1483,2,93,4,2,3,0,24,4,1,1,13,2,2,12,9,2,8,3,2,1,2,1,1,2,7,0
1055,49,7,4,1,1484,3,35,3,3,2,3,14,3,2,2,29,3,3,8,7,0,7,3,2,1,1,1,1,2,1,0
1056,34,15,3,1,1485,2,71,3,4,1,7,14,3,4,2,16,3,2,14,8,6,9,2,2,1,1,1,1,4,6,0
1057,28,1,3,1,1486,1,92,3,1,3,3,15,3,4,1,5,3,4,3,2,1,2,2,3,1,2,1,1,6,9,1
1058,29,13,3,1,1487,1,51,3,2,2,5,11,3,1,0,7,4,1,5,3,0,0,2,3,2,3,1,1,6,8,1
1059,34,24,4,1,1489,1,40,2,2,2,0,23,4,3,0,16,2,4,15,9,10,10,3,3,2,3,1,0,4,8,1
1060,35,7,1,1,1492,4,76,3,1,3,1,13,3,1,1,1,3,3,1,0,0,0,3,3,1,2,1,1,2,9,0
